count,from,to,timeframe,start,end
142,udien_marbot,perekonomianri,50,1/13/2021 23:24,1/19/2021 23:07
143,chloepatra16,ellocogonzales9,51,1/13/2021 23:30,1/19/2021 23:07
144,chloepatra16,syabdaperkasa,51,1/13/2021 23:30,1/19/2021 23:07
145,chloepatra16,mridwan_eng,51,1/13/2021 23:30,1/19/2021 23:07
146,s0baris,sarahazkaa,52,1/13/2021 23:30,1/19/2021 23:07
147,s0baris,djalil_sofyan,52,1/13/2021 23:30,1/19/2021 23:07
148,s0baris,tajyasinmz,52,1/13/2021 23:30,1/19/2021 23:07
149,s0baris,airlangga_hrt,52,1/13/2021 23:30,1/19/2021 23:07
150,cokrovscoro,octo_maniani,53,1/13/2021 23:32,1/19/2021 23:07
151,cokrovscoro,ariesclimber,53,1/13/2021 23:32,1/19/2021 23:07
152,cokrovscoro,okezone,53,1/13/2021 23:32,1/19/2021 23:07
153,sulaimandarto,korantempo,54,1/13/2021 23:46,1/19/2021 23:07
154,sulaimandarto,irfanbachdim10,54,1/13/2021 23:46,1/19/2021 23:07
155,sulaimandarto,ndari_wae,54,1/13/2021 23:46,1/19/2021 23:07
156,iluniui_,univ_indonesia,55,1/14/2021 0:00,1/19/2021 23:07
157,newsurban_id,kemkominfo,56,1/14/2021 1:00,1/19/2021 23:07
158,newsurban_id,dewanpers,56,1/14/2021 1:00,1/19/2021 23:07
159,minakmegaow,jokowi,57,1/14/2021 1:43,1/19/2021 23:07
160,sastrogedek,jokowi,58,1/14/2021 1:56,1/19/2021 23:07
161,colinrohankw,jokowi,59,1/14/2021 2:03,1/19/2021 23:07
162,iyu5b,dayatpiliang,60,1/14/2021 2:32,1/19/2021 23:07
163,iyu5b,shemmd,60,1/14/2021 2:32,1/19/2021 23:07
164,iyu5b,airlangga_hrt,60,1/14/2021 2:32,1/19/2021 23:07
165,iyu5b,rezaphlv,60,1/14/2021 2:32,1/19/2021 23:07
166,garenghallu,jokowi,61,1/14/2021 2:33,1/19/2021 23:07
167,hermansanu,haruka_nkgw10,62,1/14/2021 2:47,1/19/2021 23:07
168,hermansanu,y_chikajkt48,62,1/14/2021 2:47,1/19/2021 23:07
169,hermansanu,alissawahid,62,1/14/2021 2:47,1/19/2021 23:07
170,sintiaamelia0,kemenbumn,63,1/14/2021 3:12,1/19/2021 23:07
171,sintiaamelia0,erickthohir,63,1/14/2021 3:12,1/19/2021 23:07
172,sintiaamelia0,dpr_ri,63,1/14/2021 3:12,1/19/2021 23:07
173,marselianasari,kemenbumn,64,1/14/2021 3:17,1/19/2021 23:07
174,kisman_psm,agungbudiasa1,65,1/14/2021 4:48,1/19/2021 23:07
175,kisman_psm,agung_ayu_alit,65,1/14/2021 4:48,1/19/2021 23:07
176,kisman_psm,jokowi,65,1/14/2021 4:48,1/19/2021 23:07
177,kisman_psm,agungfa45810356,65,1/14/2021 4:48,1/19/2021 23:07
178,kisman_psm,idewamadedarma3,65,1/14/2021 4:48,1/19/2021 23:07
179,jackh_007,jokowi,66,1/14/2021 5:38,1/19/2021 23:07
180,yurrinurnazz_,katadatacoid,67,1/14/2021 7:03,1/19/2021 23:07
181,auradamayanti16,a_lulujkt48,68,1/14/2021 7:42,1/19/2021 23:07
182,auradamayanti16,s_asheljkt48,68,1/14/2021 7:42,1/19/2021 23:07
183,auradamayanti16,g_vanyjkt48,68,1/14/2021 7:42,1/19/2021 23:07
184,leilamajnun1,julie_jkt48,69,1/14/2021 7:46,1/19/2021 23:07
185,leilamajnun1,nadila_jkt48,69,1/14/2021 7:46,1/19/2021 23:07
186,leilamajnun1,a_deyjkt48,69,1/14/2021 7:46,1/19/2021 23:07
187,geisha0v0,melodylaksani,70,1/14/2021 7:56,1/19/2021 23:07
188,geisha0v0,a_fionyjkt48,70,1/14/2021 7:56,1/19/2021 23:07
189,geisha0v0,titiradjopdmaja,70,1/14/2021 7:56,1/19/2021 23:07
190,rohmansz,a_afiqahjkt48,71,1/14/2021 7:59,1/19/2021 23:07
191,rohmansz,i_kathrinajkt48,71,1/14/2021 7:59,1/19/2021 23:07
